Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 445,0.7389,0.5116,0.6046,0.5055,0.5707,0.5361,0.7299,0.2433,0.3651,0.0000,0.0000,0.0000,0.0000
Ex 446,0.8312,0.7389,0.7823,0.7448,0.6929,0.7178,0.7299,0.3981,0.5153,0.0000,0.1331,0.0000,0.0000
Ex 447,0.6334,0.7600,0.6909,0.7273,0.8026,0.7631,0.5839,0.4379,0.5004,0.0000,0.0000,0.0000,0.0000
Ex 448,0.5344,0.9500,0.6840,0.6934,0.7578,0.7241,0.7663,0.6812,0.7214,0.0000,0.2069,0.0000,0.0000
Ex 449,0.9500,0.7916,0.8636,0.7878,0.7315,0.7586,0.6570,0.5255,0.5839,0.0000,0.1862,0.0000,0.0000
Ex 450,0.7916,0.9500,0.8636,0.6306,0.8500,0.7241,0.7507,0.8759,0.8086,0.0000,0.1862,0.0000,0.0000
Ex 451,0.9500,0.9500,0.9500,0.8313,0.8620,0.8463,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
Ex 452,0.9500,0.9500,0.9500,0.5262,0.5262,0.5262,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 453,0.4750,0.6334,0.5428,0.7241,0.6517,0.6860,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 454,0.9500,0.8142,0.8769,0.6896,0.8867,0.7758,0.5839,0.5839,0.5839,0.0000,0.3103,0.0000,0.0000
Ex 455,0.9500,0.9500,0.9500,0.2940,0.5078,0.3724,0.4379,0.5839,0.5004,0.9500,0.0000,0.0000,0.0000
Ex 456,0.8312,0.9500,0.8866,0.7393,0.8109,0.7735,0.6570,0.4379,0.5255,0.0000,0.2660,0.0000,0.0000
Ex 457,0.9500,0.9500,0.9500,0.7273,0.8313,0.7758,0.7507,0.8759,0.8086,0.9500,0.3991,0.0000,0.0000
Ex 458,0.9500,0.7600,0.8445,0.7758,0.8096,0.7923,0.8759,0.6570,0.7507,0.0000,0.0000,0.0000,0.0000
Ex 459,0.7600,0.9500,0.8445,0.7241,0.8146,0.7667,0.7299,0.8759,0.7961,0.0000,0.0000,0.0000,0.0000
Ex 460,0.5700,0.9500,0.7125,0.8146,0.9310,0.8689,0.4379,0.8759,0.5839,0.0000,0.3103,0.0000,0.0000
Ex 461,0.5938,0.7916,0.6786,0.7900,0.9310,0.8547,0.6570,0.5255,0.5839,0.0000,0.5586,0.0000,0.0000
Ex 462,0.7125,0.7125,0.7125,0.7448,0.7093,0.7267,0.8759,0.2920,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 463,0.5700,0.9500,0.7125,0.7120,0.6370,0.6724,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 464,0.7125,0.7125,0.7125,0.9310,0.7878,0.8535,0.5839,0.3503,0.4379,0.0000,0.3103,0.0000,0.0000
Ex 465,0.9500,0.9500,0.9500,0.8069,0.7565,0.7809,0.5839,0.8759,0.7007,0.9500,0.0000,0.0000,0.0000
Ex 466,0.9500,0.9500,0.9500,0.8844,0.9310,0.9072,0.8759,0.8759,0.8759,0.9500,0.6983,0.8759,0.0000
Ex 467,0.9500,0.8445,0.8941,0.6542,0.8646,0.7448,0.8759,0.6812,0.7663,0.0000,0.3491,0.0000,0.0000
Ex 468,0.7125,0.9500,0.8142,0.4928,0.3991,0.4410,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 469,0.7916,0.9500,0.8636,0.7647,0.8236,0.7931,0.7007,0.8759,0.7787,0.0000,0.3724,0.0000,0.0000
Ex 470,0.9500,0.9500,0.9500,0.6291,0.7758,0.6948,0.8759,0.7507,0.8086,0.9500,0.0000,0.0000,0.0000
Ex 471,0.7125,0.9500,0.8142,0.7840,0.8762,0.8276,0.8759,0.8759,0.8759,0.0000,0.3103,0.8759,0.0000
Ex 472,0.7125,0.9500,0.8142,0.6983,0.7448,0.7208,0.0000,0.0000,0.0000,0.0000,0.6207,0.0000,0.0000
Ex 473,0.7600,0.9500,0.8445,0.8424,0.8040,0.8227,0.4379,0.4379,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 474,0.4072,0.7125,0.5182,0.4073,0.7241,0.5214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 475,0.7916,0.9500,0.8636,0.7448,0.7758,0.7600,0.8759,0.8759,0.8759,0.0000,0.1862,0.8759,0.0000
Ex 476,0.6966,0.9500,0.8039,0.5972,0.7362,0.6594,0.6257,0.6257,0.6257,0.0000,0.0847,0.0000,0.0000
Ex 477,0.4750,0.9500,0.6334,0.5586,0.6983,0.6207,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 478,0.9500,0.9500,0.9500,0.8146,0.8146,0.8146,0.7007,0.7007,0.7007,0.9500,0.1862,0.0000,0.0000
Ex 479,0.3562,0.9500,0.5182,0.6724,0.7120,0.6917,0.6570,0.8759,0.7507,0.0000,0.0000,0.0000,0.0000
Ex 480,0.5700,0.9500,0.7125,0.8330,0.9310,0.8793,0.0000,0.0000,0.0000,0.0000,0.6207,0.0000,0.0000
Ex 481,0.5428,0.6334,0.5846,0.3430,0.8146,0.4827,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 482,0.7916,0.9500,0.8636,0.8276,0.8594,0.8432,0.7007,0.8759,0.7787,0.0000,0.3724,0.0000,0.0000
Ex 483,0.7916,0.9500,0.8636,0.6207,0.7448,0.6771,0.8759,0.6570,0.7507,0.0000,0.0000,0.0000,0.0000
Ex 484,0.9500,0.9500,0.9500,0.7536,0.8793,0.8116,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
Ex 485,0.6786,0.7916,0.7307,0.4655,0.4655,0.4655,0.5839,0.2920,0.3893,0.0000,0.0000,0.0000,0.0000
Ex 486,0.3166,0.6334,0.4222,0.5925,0.7241,0.6517,0.8759,0.2920,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 487,0.6334,0.9500,0.7600,0.5586,0.6445,0.5986,0.4379,0.8759,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 488,0.7125,0.7125,0.7125,0.6771,0.7093,0.6929,0.4379,0.2920,0.3503,0.0000,0.0000,0.0000,0.0000
Ex 489,0.7600,0.9500,0.8445,0.5319,0.7448,0.6207,0.8759,0.5839,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 490,0.8312,0.9500,0.8866,0.7639,0.7639,0.7639,0.7663,0.8759,0.8175,0.0000,0.2660,0.0000,0.0000
Ex 491,0.5938,0.9500,0.7307,0.6650,0.7350,0.6983,0.4379,0.8759,0.5839,0.0000,0.1862,0.0000,0.0000
Ex 492,0.9500,0.9500,0.9500,0.7161,0.8463,0.7758,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 493,0.9500,0.7600,0.8445,0.7076,0.8424,0.7691,0.8759,0.6570,0.7507,0.0000,0.0000,0.0000,0.0000
Ex 494,0.7600,0.7600,0.7600,0.8667,0.8379,0.8521,0.3503,0.3503,0.3503,0.0000,0.2327,0.0000,0.0000
Ex 495,0.8142,0.8142,0.8142,0.8276,0.8762,0.8512,0.8759,0.5839,0.7007,0.0000,0.4655,0.0000,0.0000
Ex 496,0.6334,0.9500,0.7600,0.6559,0.9020,0.7595,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 497,0.5700,0.9500,0.7125,0.6400,0.6827,0.6607,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 498,0.5938,0.9500,0.7307,0.7448,0.8463,0.7923,0.8759,0.8759,0.8759,0.0000,0.1862,0.8759,0.0000
Ex 499,0.9500,0.9500,0.9500,0.8424,0.8424,0.8424,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
Ex 500,0.9500,0.9500,0.9500,0.9310,0.8594,0.8938,0.8759,0.8759,0.8759,0.9500,0.6207,0.8759,0.0000
AVERAGE,0.7528,0.8527,0.7842,0.6756,0.7545,0.7066,0.6976,0.6283,0.6379,0.2280,0.1513,0.2977,0.0000
