Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 445,0.8445,0.5846,0.6909,0.7565,0.6542,0.7016,0.8759,0.3407,0.4906,0.0000,0.2327,0.0000,0.0000
Ex 446,0.6334,0.6334,0.6334,0.8379,0.6793,0.7504,0.8759,0.2389,0.3756,0.0000,0.1552,0.0000,0.0000
Ex 447,0.9500,0.9500,0.9500,0.8667,0.7618,0.8109,0.8759,0.8759,0.8759,0.9500,0.1862,0.8759,0.0000
Ex 448,0.7389,0.7389,0.7389,0.7335,0.6917,0.7120,0.8759,0.4865,0.6257,0.0000,0.0000,0.0000,0.0000
Ex 449,0.9500,0.7916,0.8636,0.8951,0.8313,0.8620,0.6570,0.5255,0.5839,0.0000,0.1862,0.0000,0.0000
Ex 450,0.6786,0.9500,0.7916,0.6771,0.6477,0.6620,0.8759,0.7299,0.7961,0.0000,0.1862,0.0000,0.0000
Ex 451,0.9500,0.7600,0.8445,0.8026,0.9310,0.8620,0.5839,0.4379,0.5004,0.0000,0.4655,0.0000,0.0000
Ex 452,0.9500,0.9500,0.9500,0.8463,0.8096,0.8276,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 453,0.4750,0.6334,0.5428,0.7241,0.6517,0.6860,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 454,0.8142,0.8142,0.8142,0.6983,0.9310,0.7979,0.7007,0.5839,0.6370,0.0000,0.4655,0.0000,0.0000
Ex 455,0.9500,0.9500,0.9500,0.3491,0.5078,0.4138,0.4379,0.5839,0.5004,0.9500,0.0000,0.0000,0.0000
Ex 456,0.8312,0.9500,0.8866,0.8215,0.9009,0.8594,0.7507,0.8759,0.8086,0.0000,0.2660,0.0000,0.0000
Ex 457,0.9500,0.9500,0.9500,0.9310,0.8646,0.8965,0.8759,0.8759,0.8759,0.9500,0.6650,0.8759,0.0000
Ex 458,0.9500,0.7600,0.8445,0.7979,0.7286,0.7618,0.8759,0.6570,0.7507,0.0000,0.0000,0.0000,0.0000
Ex 459,0.7600,0.9500,0.8445,0.7241,0.8146,0.7667,0.8759,0.7007,0.7787,0.0000,0.0000,0.0000,0.0000
Ex 460,0.5700,0.9500,0.7125,0.7448,0.7979,0.7705,0.4379,0.8759,0.5839,0.0000,0.3103,0.0000,0.0000
Ex 461,0.9500,0.6334,0.7600,0.7878,0.8193,0.8032,0.2920,0.1752,0.2190,0.0000,0.0000,0.0000,0.0000
Ex 462,0.7125,0.7125,0.7125,0.7448,0.7093,0.7267,0.8759,0.2920,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 463,0.5700,0.9500,0.7125,0.8146,0.6860,0.7448,0.8759,0.8759,0.8759,0.0000,0.3103,0.8759,0.0000
Ex 464,0.7125,0.7125,0.7125,0.8594,0.8594,0.8594,0.8759,0.3503,0.5004,0.0000,0.6207,0.0000,0.0000
Ex 465,0.9500,0.9500,0.9500,0.8069,0.7565,0.7809,0.5839,0.8759,0.7007,0.9500,0.0000,0.0000,0.0000
Ex 466,0.9500,0.9500,0.9500,0.8844,0.9310,0.9072,0.8759,0.8759,0.8759,0.9500,0.6983,0.8759,0.0000
Ex 467,0.9500,0.8445,0.8941,0.7120,0.8646,0.7809,0.7663,0.6812,0.7214,0.0000,0.2327,0.0000,0.0000
Ex 468,0.7125,0.9500,0.8142,0.5237,0.3991,0.4530,0.5839,0.8759,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 469,0.7916,0.9500,0.8636,0.7931,0.8236,0.8080,0.8759,0.6570,0.7507,0.0000,0.3724,0.0000,0.0000
Ex 470,0.8312,0.9500,0.8866,0.7138,0.7138,0.7138,0.8759,0.6257,0.7299,0.0000,0.1331,0.0000,0.0000
Ex 471,0.7125,0.9500,0.8142,0.9310,0.9310,0.9310,0.8759,0.8759,0.8759,0.0000,0.9310,0.8759,0.0000
Ex 472,0.7125,0.9500,0.8142,0.7565,0.8069,0.7809,0.4379,0.8759,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 473,0.9500,0.9500,0.9500,0.8867,0.8463,0.8660,0.5839,0.8759,0.7007,0.9500,0.2327,0.0000,0.0000
Ex 474,0.6334,0.9500,0.7600,0.6724,0.8646,0.7565,0.8759,0.2920,0.4379,0.0000,0.2327,0.0000,0.0000
Ex 475,0.9500,0.9500,0.9500,0.7758,0.7758,0.7758,0.7007,0.8759,0.7787,0.9500,0.1862,0.0000,0.0000
Ex 476,0.9500,0.8636,0.9048,0.6679,0.7680,0.7144,0.2920,0.3756,0.3285,0.0000,0.2793,0.0000,0.0000
Ex 477,0.4750,0.9500,0.6334,0.6650,0.5819,0.6207,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 478,0.9500,0.9500,0.9500,0.8500,0.8146,0.8319,0.8759,0.7007,0.7787,0.9500,0.3724,0.0000,0.0000
Ex 479,0.3562,0.9500,0.5182,0.5689,0.6024,0.5853,0.8759,0.5839,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 480,0.4750,0.9500,0.6334,0.8728,0.8215,0.8463,0.0000,0.0000,0.0000,0.0000,0.3103,0.0000,0.0000
Ex 481,0.5700,0.4750,0.5182,0.5172,0.7758,0.6207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 482,0.9500,0.9500,0.9500,0.9310,0.8236,0.8741,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
Ex 483,0.7916,0.9500,0.8636,0.8844,0.8844,0.8844,0.8759,0.6570,0.7507,0.0000,0.5586,0.0000,0.0000
Ex 484,0.9500,0.9500,0.9500,0.7913,0.8793,0.8330,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
Ex 485,0.4072,0.4750,0.4384,0.6207,0.5319,0.5729,0.8759,0.1460,0.2503,0.0000,0.0000,0.0000,0.0000
Ex 486,0.4750,0.6334,0.5428,0.6650,0.5172,0.5819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 487,0.4750,0.9500,0.6334,0.5172,0.3581,0.4232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 488,0.7600,0.9500,0.8445,0.7667,0.5430,0.6358,0.8759,0.8759,0.8759,0.0000,0.2327,0.8759,0.0000
Ex 489,0.5700,0.7125,0.6334,0.5078,0.4296,0.4655,0.8759,0.5839,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 490,0.7125,0.8142,0.7600,0.8512,0.8276,0.8392,0.7299,0.6257,0.6738,0.0000,0.3103,0.0000,0.0000
Ex 491,0.9500,0.9500,0.9500,0.7448,0.5880,0.6572,0.4379,0.8759,0.5839,0.9500,0.1862,0.0000,0.0000
Ex 492,0.7125,0.9500,0.8142,0.6983,0.7618,0.7286,0.8759,0.5839,0.7007,0.0000,0.3103,0.0000,0.0000
Ex 493,0.9500,0.7600,0.8445,0.6804,0.8424,0.7527,0.8759,0.6570,0.7507,0.0000,0.0000,0.0000,0.0000
Ex 494,0.7600,0.7600,0.7600,0.8109,0.8379,0.8241,0.2190,0.1752,0.1947,0.0000,0.0000,0.0000,0.0000
Ex 495,0.9500,0.9500,0.9500,0.7655,0.9065,0.8301,0.8759,0.8759,0.8759,0.9500,0.1331,0.8759,0.0000
Ex 496,0.9500,0.9500,0.9500,0.8512,0.9310,0.8893,0.7007,0.8759,0.7787,0.9500,0.4655,0.0000,0.0000
Ex 497,0.5700,0.9500,0.7125,0.7315,0.6827,0.7063,0.8759,0.8759,0.8759,0.0000,0.3103,0.8759,0.0000
Ex 498,0.7600,0.7600,0.7600,0.7758,0.7758,0.7758,0.5839,0.5839,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 499,0.6786,0.9500,0.7916,0.8215,0.6650,0.7350,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 500,0.9500,0.9500,0.9500,0.9310,0.9310,0.9310,0.8759,0.8759,0.8759,0.9500,0.9310,0.8759,0.8759
AVERAGE,0.7872,0.8626,0.8089,0.7476,0.7533,0.7458,0.7144,0.6245,0.6437,0.2964,0.2216,0.3118,0.0069
