exercise_id,entity_1,entity_2,x_text,x_dep,x_cooccur,label
52,Land,Land Change,0.8731529116630554,0.5,0.429,1
52,Land,Land Usage Status,0.6355239152908325,0.5,0.643,1
52,Project,Land Change,0.8731529116630554,0.25,0.571,0
52,Project,Land Usage Status,0.6477451920509338,0.25,0.571,1
52,Land Change,Land Usage Status,0.6860929727554321,0.25,0.214,0
53,Processing Pool,Staff,0.8841942548751831,0.333,0.364,0
53,Processing Pool,Processing Pool Record,0.657804012298584,0.5,0.545,1
53,Processing Pool,Processing Pool Maintenance,0.8556184768676758,0.333,0.545,1
53,Staff,Processing Pool Record,0.6403332352638245,0.25,0.455,1
53,Staff,Processing Pool Maintenance,0.6943891048431396,0.25,0.364,1
53,Processing Pool Record,Processing Pool Maintenance,0.7428178787231445,0.25,0.455,0
54,User,Operator,0.8280569314956665,0.2,0.25,0
54,User,Supply Record,0.5527698993682861,0.25,0.5,1
54,Operator,Supply Record,0.5039694309234619,0.25,0.25,1
55,Operator,User,0.8726998567581177,0.2,0.25,0
55,Operator,Electricity Usage Record,0.8726998567581177,0.25,0.25,1
55,User,Electricity Usage Record,0.8726998567581177,0.25,0.5,1
56,Operator,User,0.7471362352371216,0.25,0.25,0
56,Operator,Billing Record,0.7471362352371216,0.143,0.25,1
56,User,Billing Record,0.7471362352371216,0.167,0.5,1
57,Equipment,Maintainer,0.6256278157234192,0.25,0.25,0
57,Equipment,Maintenance Record,0.6256278157234192,0.2,0.5,1
57,Maintainer,Maintenance Record,0.6256278157234192,0.25,0.25,1
58,Equipment,Inspection Personnel,0.8608211278915405,0.5,0.636,0
58,Equipment,Inspection Record,0.888810396194458,0.333,0.636,1
58,Inspection Personnel,Inspection Record,0.8282421231269836,0.25,0.636,1
59,Handler,Fault Handling,0.5156803131103516,0.25,0.2,1
60,Project,Researcher,0.7377676367759705,0.25,0.4,1
60,Project,Research Result,0.749151349067688,0.5,0.4,0
60,Project,Fund Usage,0.6799910068511963,0.25,0.2,1
60,Researcher,Research Result,0.749151349067688,0.25,0.6,1
60,Researcher,Fund Usage,0.6340942978858948,0.25,0.0,0
60,Research Result,Fund Usage,0.600174069404602,0.25,0.0,0
61,Patent,Inventor,0.85445636510849,0.25,0.5,0
61,Patent,Patent application record,0.7054622769355774,0.5,0.5,1
61,Inventor,Patent application record,0.7054622769355774,0.333,0.5,1
62,Document,Author,0.8572219610214233,0.25,0.5,0
62,Document,Modification Record,0.7325443625450134,0.25,0.25,1
62,Author,Modification Record,0.5107394456863403,0.25,0.25,1
63,Scientific and Technological Achievement,Product,0.9660414457321167,0.167,0.75,0
63,Scientific and Technological Achievement,Achievement Transformation,0.9660414457321167,0.5,0.75,1
63,Product,Achievement Transformation,0.9660414457321167,0.167,0.75,1
64,Project,Expert,0.9116120934486389,0.333,0.5,0
64,Project,Project Review Record,0.7371256351470947,0.5,0.5,1
64,Expert,Project Review Record,0.7371256351470947,0.25,0.75,1
65,Employee,,0.8106796145439148,0.0,0.75,0
65,Employee,Employee Participation,0.40158799290657043,0.5,0.0,1
65,,Employee Participation,0.42678073048591614,0.0,0.75,0
66,Community,Owner,0.3850573003292084,0.25,0.0,1
66,Community,House,0.2923353910446167,0.25,0.0,0
66,Community,Repair Application Record,0.3407837450504303,0.25,0.0,0
66,Owner,House,0.3268047571182251,0.167,0.25,1
66,Owner,Repair Application Record,0.3503890037536621,0.25,0.25,1
66,House,Repair Application Record,0.35077592730522156,0.25,0.0,1
67,Customer,Rental record,0.7353538274765015,0.25,0.5,1
67,Customer,Credit change record,0.6103541851043701,0.25,0.75,1
67,Rental record,Credit change record,0.7444489598274231,0.167,0.25,0
68,Customer,Service,0.8286257386207581,0.5,0.8,1
68,Customer,Feedback,0.6731648445129395,0.333,0.2,1
68,Service,Feedback,0.6731648445129395,0.25,0.2,1
69,Customer,Rental Item,0.8441194295883179,0.2,0.667,0
69,Customer,Rental record,0.8441194295883179,0.167,0.778,1
69,Rental Item,Rental record,0.8441194295883179,0.5,0.556,1
70,Mine,Ore,0.8909938335418701,0.125,0.312,0
70,Mine,Processing Plant,0.8909938335418701,0.5,0.312,0
70,Mine,Output Ore,0.6669623851776123,0.25,0.312,1
70,Mine,Processing Plant Processing Ore,0.7194533348083496,0.25,0.375,0
70,Mine,Working Employees,0.3655405640602112,0.25,0.062,1
70,Ore,Processing Plant,0.8909938335418701,0.25,0.438,0
70,Ore,Output Ore,0.6275321245193481,0.5,0.125,1
70,Ore,Processing Plant Processing Ore,0.6900136470794678,0.5,0.438,1
70,Ore,Working Employees,0.5317214727401733,0.25,0.062,0
70,Processing Plant,Output Ore,0.6995526552200317,0.25,0.438,0
70,Processing Plant,Processing Plant Processing Ore,0.6627439260482788,0.5,0.438,1
70,Processing Plant,Working Employees,0.3869307041168213,0.25,0.062,1
70,Output Ore,Processing Plant Processing Ore,0.723362922668457,0.167,0.062,0
70,Output Ore,Working Employees,0.576453685760498,0.25,0.062,0
70,Processing Plant Processing Ore,Working Employees,0.6531534194946289,0.25,0.062,0
71,Mine,Safety officer,0.8356680274009705,0.333,0.4,1
71,Mine,safety inspection record,0.688084602355957,0.25,0.4,1
71,Safety officer,safety inspection record,0.5904356241226196,0.25,0.0,0
72,Oil and gas field,Pipeline,0.6978962421417236,0.2,0.6,0
72,Oil and gas field,Maintenance record,0.7176601886749268,0.25,0.4,0
72,Pipeline,Maintenance record,0.7317532896995544,0.143,0.6,1
73,Insurance Agent,Customer,0.7677035331726074,0.25,0.333,0
73,Insurance Agent,Insurance Policy,0.7538552284240723,0.25,0.0,1
73,Insurance Agent,Payment Record,0.7501885890960693,0.25,0.167,0
73,Insurance Agent,Claim Record,0.702673077583313,0.25,0.167,0
73,Customer,Insurance Policy,0.7162972688674927,0.25,0.333,1
73,Customer,Payment Record,0.505560576915741,0.25,0.167,0
73,Customer,Claim Record,0.6855692863464355,0.333,0.167,0
73,Insurance Policy,Payment Record,0.6701993942260742,0.25,0.167,0
73,Insurance Policy,Claim Record,0.6353863477706909,0.25,0.167,0
73,Payment Record,Claim Record,0.42815282940864563,0.167,0.0,1
74,Insurance Agent,Customer,0.7032523155212402,0.25,0.333,0
74,Insurance Agent,Insurance Policy,0.6972501277923584,0.25,0.0,1
74,Insurance Agent,Payment Record,0.7057334780693054,0.25,0.167,0
74,Insurance Agent,Claim Record,0.6673111915588379,0.25,0.167,0
74,Insurance Agent,Medical Record,0.728489875793457,0.25,0.167,0
74,Customer,Insurance Policy,0.6753599643707275,0.25,0.333,1
74,Customer,Payment Record,0.4899871051311493,0.25,0.167,0
74,Customer,Claim Record,0.7122212648391724,0.333,0.167,0
74,Customer,Medical Record,0.7122212648391724,0.333,0.167,1
74,Insurance Policy,Payment Record,0.6577476859092712,0.25,0.167,1
74,Insurance Policy,Claim Record,0.6258988380432129,0.25,0.167,0
74,Insurance Policy,Medical Record,0.6610720753669739,0.25,0.167,0
74,Payment Record,Claim Record,0.4287946820259094,0.167,0.0,1
74,Payment Record,Medical Record,0.4789547920227051,0.167,0.0,0
74,Claim Record,Medical Record,0.7122212648391724,0.25,0.167,0
75,Analyst,Stock,0.8460638523101807,0.333,0.25,0
75,Analyst,Analysis Record,0.8460638523101807,0.25,0.5,1
75,Analyst,Stock Historical Price,0.6721886396408081,0.25,0.25,0
75,Stock,Analysis Record,0.8460638523101807,0.25,0.5,1
75,Stock,Stock Historical Price,0.36398565769195557,0.5,0.5,1
75,Analysis Record,Stock Historical Price,0.6216452121734619,0.25,0.5,0
76,Beer Manufacturer,Beer,0.8377009630203247,0.5,0.571,1
76,Beer Manufacturer,Bar,0.8377009630203247,0.333,0.286,0
76,Beer Manufacturer,Drinker,0.8377009630203247,0.25,0.143,0
76,Beer Manufacturer,Sales Record,0.7400369644165039,0.25,0.143,0
76,Beer,Bar,0.8377009630203247,0.333,0.286,0
76,Beer,Drinker,0.8377009630203247,0.25,0.143,0
76,Beer,Sales Record,0.7032629251480103,0.25,0.143,1
76,Bar,Drinker,0.8377009630203247,0.5,0.143,0
76,Bar,Sales Record,0.6463228464126587,0.25,0.143,1
76,Drinker,Sales Record,0.5738849639892578,0.25,0.143,0
77,User,Product,0.701996386051178,0.5,0.667,0
77,User,Order,0.701996386051178,0.333,0.667,1
77,User,Announcement,0.701996386051178,0.25,0.667,1
77,User,Order Detail,0.5296095013618469,0.25,0.667,0
77,Product,Order,0.701996386051178,0.5,0.667,0
77,Product,Announcement,0.701996386051178,0.333,0.333,0
77,Product,Order Detail,0.43040886521339417,0.25,0.667,1
77,Order,Announcement,0.701996386051178,0.5,0.333,0
77,Order,Order Detail,0.3679904043674469,0.5,0.333,1
77,Announcement,Order Detail,0.4716987609863281,0.25,0.333,0
78,Article,Author,0.7798649072647095,0.2,0.571,1
78,Article,Author creates article,0.6406559944152832,0.5,0.571,1
78,Article,Author modifies article,0.6185442209243774,0.5,0.571,1
78,Author,Author creates article,0.6030319929122925,0.333,0.571,1
78,Author,Author modifies article,0.5861334800720215,0.5,0.571,1
78,Author creates article,Author modifies article,0.6448642611503601,0.2,0.0,0
79,Stock,Order,0.41131049394607544,0.25,0.0,0
79,Stock,Stock Order,0.4291762411594391,0.5,0.0,1
79,Order,Stock Order,0.45419085025787354,0.5,0.0,1
80,Customer,Repair Worker,0.7934241890907288,0.333,0.429,0
80,Customer,Part,0.47232574224472046,0.25,0.0,0
80,Customer,Repair Task,0.7934241890907288,0.25,0.429,1
80,Customer,Repair Worker Task,0.6824675798416138,0.25,0.429,0
80,Customer,Part Usage,0.4862024784088135,0.25,0.0,0
80,Repair Worker,Part,0.6063843369483948,0.25,0.286,0
80,Repair Worker,Repair Task,0.7934241890907288,0.25,0.143,0
80,Repair Worker,Repair Worker Task,0.6131810545921326,0.5,0.286,1
80,Repair Worker,Part Usage,0.6606190204620361,0.25,0.286,0
80,Part,Repair Task,0.7175147533416748,0.333,0.286,0
80,Part,Repair Worker Task,0.6847715377807617,0.25,0.286,0
80,Part,Part Usage,0.40975916385650635,0.5,0.0,1
80,Repair Task,Repair Worker Task,0.6449445486068726,0.5,0.286,1
80,Repair Task,Part Usage,0.6908980011940002,0.25,0.286,1
80,Repair Worker Task,Part Usage,0.691818356513977,0.25,0.286,0
81,user group,user,0.7244412302970886,0.5,0.4,1
81,user group,API key,0.5443387031555176,0.25,0.8,0
81,user group,API call log,0.596031904220581,0.25,0.6,0
81,user,API key,0.8323497176170349,0.333,0.8,1
81,user,API call log,0.6410191059112549,0.25,0.6,0
81,API key,API call log,0.7909870147705078,0.25,0.6,1
82,Political Party,Candidate,0.5869072079658508,0.2,0.222,1
82,Political Party,Voter,0.5920369625091553,0.25,0.111,0
82,Candidate,Voter,0.8075702786445618,0.5,0.222,1
83,Author,Category,0.8926585912704468,0.333,0.5,0
83,Author,Article,0.8926585912704468,0.5,0.5,1
83,Category,Article,0.8926585912704468,0.25,0.5,1
84,Land,Project,0.845213770866394,0.5,0.571,0
84,Land,Land Usage Record,0.7663816809654236,0.5,0.286,1
84,Project,Land Usage Record,0.7663816809654236,0.5,0.571,1
85,User,Recipe,0.9126933217048645,0.5,1.0,1
85,User,Collected Recipe,0.6770839095115662,0.25,1.0,1
85,User,Blog,0.9126933217048645,0.5,1.0,1
85,Recipe,Collected Recipe,0.5185385346412659,0.5,0.0,1
85,Recipe,Blog,0.9126933217048645,0.333,1.0,0
85,Collected Recipe,Blog,0.6314460039138794,0.25,1.0,0
86,Supplier,Company,0.7818911075592041,0.333,0.15,0
86,Supplier,Material,0.8319665789604187,0.2,0.3,0
86,Supplier,Procurement Application,0.7818911075592041,0.333,0.15,0
86,Supplier,Region,0.5185955762863159,0.2,0.05,1
86,Supplier,Country,0.5185955762863159,0.167,0.05,1
86,Supplier,Supplier Production Material,0.5993974208831787,0.5,0.3,1
86,Company,Material,0.7818911075592041,0.25,0.3,0
86,Company,Procurement Application,0.7818911075592041,0.2,0.25,0
86,Company,Region,0.7748737931251526,0.25,0.05,1
86,Company,Country,0.3240457773208618,0.25,0.0,1
86,Company,Supplier Production Material,0.5833580493927002,0.25,0.3,0
86,Material,Procurement Application,0.7818911075592041,0.167,0.3,1
86,Material,Region,0.22046390175819397,0.25,0.0,0
86,Material,Country,0.21882550418376923,0.25,0.0,0
86,Material,Supplier Production Material,0.5470719933509827,0.5,0.4,1
86,Procurement Application,Region,0.4262085556983948,0.25,0.05,0
86,Procurement Application,Country,0.43994489312171936,0.25,0.0,0
86,Procurement Application,Supplier Production Material,0.6231305599212646,0.25,0.3,0
86,Region,Country,0.5185955762863159,0.5,0.15,0
86,Region,Supplier Production Material,0.500719428062439,0.25,0.05,0
86,Country,Supplier Production Material,0.5458163619041443,0.25,0.05,0
87,User,Podcast,0.8482720851898193,0.143,0.429,1
87,User,Playlist,0.8482720851898193,0.125,0.571,1
87,User,User Publishes Podcast,0.5968811511993408,0.5,0.429,1
87,User,User Creates Playlist,0.526039719581604,0.5,0.571,1
87,User,Playlist Contains Podcasts,0.6606848239898682,0.333,0.571,0
87,Podcast,Playlist,0.8482720851898193,0.25,0.429,0
87,Podcast,User Publishes Podcast,0.5428528189659119,0.5,0.429,1
87,Podcast,User Creates Playlist,0.6912285089492798,0.333,0.429,0
87,Podcast,Playlist Contains Podcasts,0.5671505928039551,1.0,0.429,1
87,Playlist,User Publishes Podcast,0.6701279282569885,0.333,0.571,0
87,Playlist,User Creates Playlist,0.5587126612663269,0.5,0.571,1
87,Playlist,Playlist Contains Podcasts,0.5965168476104736,0.333,0.143,1
87,User Publishes Podcast,User Creates Playlist,0.6997675895690918,0.5,0.429,0
87,User Publishes Podcast,Playlist Contains Podcasts,0.6409385204315186,1.0,0.571,0
87,User Creates Playlist,Playlist Contains Podcasts,0.6659839153289795,0.5,0.143,0
88,User,Mail,0.7627957463264465,0.25,0.333,1
88,User,Attachment,0.7784638404846191,0.25,0.167,0
88,User,Mail Recipient,0.580506443977356,0.25,0.333,1
88,User,Mail Attachment,0.6720106601715088,0.25,0.333,0
88,Mail,Attachment,0.7855024933815002,0.0,0.5,0
88,Mail,Mail Recipient,0.6163331270217896,0.5,0.333,1
88,Mail,Mail Attachment,0.7855024933815002,0.0,0.5,0
88,Attachment,Mail Recipient,0.6999506950378418,0.25,0.5,0
88,Attachment,Mail Attachment,0.7855024933815002,0.0,0.5,1
88,Mail Recipient,Mail Attachment,0.6799999475479126,0.25,0.167,0
89,Transaction,Block,0.9066742658615112,0.5,1.0,1
89,Transaction,Account,0.9066742658615112,0.25,1.0,1
89,Block,Account,0.9066742658615112,0.333,1.0,0
90,User,Venue,0.8147816061973572,0.25,0.105,0
90,User,Conference,0.8147816061973572,0.143,0.526,1
90,User,Session,0.8147816061973572,0.25,0.211,0
90,User,Conference Venue Selection,0.6390666365623474,0.25,0.526,0
90,User,User Create Conference,0.6579596400260925,0.5,0.526,1
90,User,User Manage Conference,0.7343823313713074,0.5,0.632,1
90,User,User Presentation,0.45592957735061646,0.5,0.105,1
90,Venue,Conference,0.8147816061973572,0.25,0.316,0
90,Venue,Session,0.8147816061973572,0.2,0.105,0
90,Venue,Conference Venue Selection,0.6080506443977356,0.5,0.316,1
90,Venue,User Create Conference,0.5992872714996338,0.25,0.316,0
90,Venue,User Manage Conference,0.6891686320304871,0.25,0.316,0
90,Venue,User Presentation,0.4455361068248749,0.25,0.105,0
90,Conference,Session,0.8147816061973572,0.125,0.263,1
90,Conference,Conference Venue Selection,0.6080506443977356,0.5,0.316,1
90,Conference,User Create Conference,0.6679731011390686,0.5,0.579,1
90,Conference,User Manage Conference,0.765827476978302,0.5,0.684,1
90,Conference,User Presentation,0.5917930603027344,0.25,0.526,0
90,Session,Conference Venue Selection,0.6459015607833862,0.25,0.263,0
90,Session,User Create Conference,0.7408453822135925,0.25,0.263,0
90,Session,User Manage Conference,0.8077787160873413,0.25,0.263,0
90,Session,User Presentation,0.5482696294784546,0.25,0.211,1
90,Conference Venue Selection,User Create Conference,0.6124574542045593,0.2,0.105,0
90,Conference Venue Selection,User Manage Conference,0.6939443945884705,0.2,0.158,0
90,Conference Venue Selection,User Presentation,0.5645667910575867,0.25,0.526,0
90,User Create Conference,User Manage Conference,0.7256263494491577,0.167,0.158,0
90,User Create Conference,User Presentation,0.6219478249549866,0.25,0.105,0
90,User Manage Conference,User Presentation,0.7284069061279297,0.25,0.105,0
91,department,employee,0.6723357439041138,0.333,0.4,1
91,department,attendance,0.8019779324531555,0.143,0.2,0
91,department,training,0.8019779324531555,0.333,0.2,0
91,department,employee training,0.5727185010910034,0.25,0.4,0
91,employee,attendance,0.650977611541748,0.5,0.4,1
91,employee,training,0.702678918838501,0.333,0.4,0
91,employee,employee training,0.5683776140213013,0.5,0.4,1
91,attendance,training,0.8019779324531555,0.25,0.2,0
91,attendance,employee training,0.5810233354568481,0.25,0.4,0
91,training,employee training,0.5349414944648743,0.5,0.4,1
92,User,Operator,0.8867663145065308,0.167,0.385,0
92,User,Change Superior User,0.5561893582344055,0.5,0.538,1
92,User,Change Subordinate User,0.6243185997009277,0.5,0.538,1
92,Operator,Change Superior User,0.5428653955459595,0.25,0.462,1
92,Operator,Change Subordinate User,0.5851345062255859,0.25,0.462,1
92,Change Superior User,Change Subordinate User,0.5826714038848877,0.167,0.308,0
93,Book,Type,0.9590139389038086,0.5,0.667,0
93,Book,Tag,0.9590139389038086,0.333,0.667,0
93,Book,Book Type Relation,0.66501384973526,0.5,0.667,1
93,Book,Book Tag Relation,0.7314792275428772,0.5,0.667,1
93,Type,Tag,0.9590139389038086,0.5,0.333,0
93,Type,Book Type Relation,0.6552137136459351,0.5,0.667,1
93,Type,Book Tag Relation,0.7957775592803955,0.25,0.667,0
93,Tag,Book Type Relation,0.7880785465240479,0.25,0.667,0
93,Tag,Book Tag Relation,0.7156662940979004,0.5,0.667,1
93,Book Type Relation,Book Tag Relation,0.7957914471626282,0.167,0.333,0
94,guacamole_user,guacamole_user_password_history,0.7922544479370117,0.5,1.0,0
95,Customer,Employee,0.4711661636829376,0.25,0.0,0
95,Customer,Sales Opportunity,0.501825213432312,0.25,0.8,1
95,Customer,Communication Record,0.8619474172592163,0.333,0.2,1
95,Customer,Service Request,0.8619474172592163,0.2,0.6,1
95,Employee,Sales Opportunity,0.2943546175956726,0.25,0.0,1
95,Employee,Communication Record,0.2854028046131134,0.25,0.0,1
95,Employee,Service Request,0.2937226891517639,0.25,0.0,1
95,Sales Opportunity,Communication Record,0.36814719438552856,0.25,0.2,0
95,Sales Opportunity,Service Request,0.35593342781066895,0.25,0.6,0
95,Communication Record,Service Request,0.8619474172592163,0.333,0.2,0
96,Customer,Hairstylist,0.5740172863006592,0.25,0.4,0
96,Customer,Service,0.6090486645698547,0.2,0.2,1
96,Hairstylist,Service,0.6090486645698547,0.2,0.2,1
97,Company,Category,0.7147946953773499,0.333,0.167,1
97,Company,Dealer,0.6745848655700684,0.2,0.333,1
97,Category,Dealer,0.5824412107467651,0.25,0.0,0
98,User,Technical solution,0.3241732716560364,0.25,0.167,0
98,User,Employee,0.0308780986815691,0.25,0.0,0
98,User,Technical solution feedback,0.3168374001979828,0.25,0.167,1
98,User,Technical solution evaluation,0.48553013801574707,0.25,0.167,0
98,Technical solution,Employee,0.41384613513946533,0.25,0.0,0
98,Technical solution,Technical solution feedback,0.437814325094223,0.5,0.167,1
98,Technical solution,Technical solution evaluation,0.5596891641616821,0.5,0.5,1
98,Employee,Technical solution feedback,0.36379626393318176,0.25,0.0,0
98,Employee,Technical solution evaluation,0.5250614881515503,0.25,0.0,1
98,Technical solution feedback,Technical solution evaluation,0.5350810289382935,0.25,0.167,0
99,Speaker,Conference,0.9251166582107544,0.5,0.75,1
99,Speaker,Speaker Conference,0.5395455956459045,0.5,0.75,1
99,Conference,Speaker Conference,0.5956523418426514,0.5,0.75,1
100,Customer,Order,0.8040274977684021,0.5,0.438,1
100,Customer,Order Item,0.8040274977684021,0.5,0.438,0
100,Customer,Quotation,0.8040274977684021,0.25,0.25,1
100,Customer,User,0.8040274977684021,0.143,0.5,0
100,Order,Order Item,0.8040274977684021,0.5,0.312,1
100,Order,Quotation,0.8040274977684021,0.333,0.188,0
100,Order,User,0.8040274977684021,0.167,0.438,1
100,Order Item,Quotation,0.8040274977684021,0.5,0.188,0
100,Order Item,User,0.8040274977684021,0.167,0.438,0
100,Quotation,User,0.8040274977684021,0.2,0.25,1
101,Employee,Department,0.8265354037284851,0.2,0.538,1
101,Employee,employee department transfer,0.7078193426132202,0.5,0.538,1
101,Employee,employee attendance,0.7201472520828247,0.5,0.385,1
101,Employee,Performance evaluation,0.8265354037284851,0.5,0.538,1
101,Department,employee department transfer,0.7078193426132202,0.5,0.538,1
101,Department,employee attendance,0.5877392292022705,0.25,0.538,0
101,Department,Performance evaluation,0.8265354037284851,0.333,0.308,0
101,employee department transfer,employee attendance,0.5809397101402283,0.25,0.231,0
101,employee department transfer,Performance evaluation,0.5267672538757324,0.25,0.538,0
101,employee attendance,Performance evaluation,0.5411012172698975,0.25,0.538,0
102,User,Role,0.44918081164360046,0.25,0.0,1
102,User,Torrent file,0.8360488414764404,0.5,0.625,1
102,Role,Torrent file,0.6829454302787781,0.25,0.0,0
103,Employee,Department,0.6799521446228027,0.167,0.6,1
103,Employee,Salary standard,0.738322377204895,0.5,0.2,1
103,Employee,Employee position change,0.6799521446228027,0.5,0.2,1
103,Department,Salary standard,0.738322377204895,0.0,0.2,0
103,Department,Employee position change,0.6799521446228027,0.5,0.6,1
103,Salary standard,Employee position change,0.5373549461364746,0.25,0.2,0
104,User,Mailing list,0.8150316476821899,0.143,0.25,1
104,User,Email campaign,0.8150316476821899,0.167,0.375,0
104,User,Subscriber,0.8150316476821899,0.111,0.25,1
104,User,Campaign mailing list association,0.546339750289917,0.25,0.25,0
104,User,Message,0.8150316476821899,0.1,0.125,0
104,Mailing list,Email campaign,0.8150316476821899,0.5,0.25,0
104,Mailing list,Subscriber,0.8150316476821899,0.333,0.25,0
104,Mailing list,Campaign mailing list association,0.5319107174873352,0.5,0.25,1
104,Mailing list,Message,0.8150316476821899,0.25,0.125,0
104,Email campaign,Subscriber,0.8150316476821899,0.25,0.375,0
104,Email campaign,Campaign mailing list association,0.5481699109077454,0.2,0.125,1
104,Email campaign,Message,0.8150316476821899,0.5,0.25,1
104,Subscriber,Campaign mailing list association,0.5836355686187744,0.25,0.375,0
104,Subscriber,Message,0.8150316476821899,0.25,0.25,1
104,Campaign mailing list association,Message,0.5407278537750244,0.25,0.25,0
105,User,User dynamic information,0.6095362901687622,0.5,0.526,1
105,User,Add Contact,0.48987841606140137,0.25,0.158,1
105,User,Social Activity,0.660663902759552,0.25,0.526,1
105,User dynamic information,Add Contact,0.585192084312439,0.25,0.158,0
105,User dynamic information,Social Activity,0.7025866508483887,0.25,0.579,1
105,Add Contact,Social Activity,0.4355451464653015,0.25,0.105,0
106,User,Post,0.7472942471504211,0.5,0.389,1
106,User,Comment,0.7472942471504211,0.333,0.278,0
106,Post,Comment,0.7472942471504211,0.5,0.278,0
107,Game,Spaceship,0.8640064001083374,0.25,0.25,1
107,Game,Fighter,0.4653403162956238,0.25,0.0,0
107,Spaceship,Fighter,0.8390235900878906,0.25,0.25,1
108,Department,Employee,0.7798162698745728,0.125,0.5,1
109,Country,Member,0.8570961356163025,0.333,0.667,1
109,Country,Address,0.7243304252624512,0.333,0.333,1
109,Country,Member Address Management,0.6365982294082642,0.25,0.667,0
109,Member,Address,0.7243304252624512,0.25,0.333,0
109,Member,Member Address Management,0.6099681854248047,0.5,0.667,1
109,Address,Member Address Management,0.5563982129096985,0.5,0.333,1
110,User,Update,0.5951396226882935,0.333,0.222,1
110,User,Follow Relationship,0.556735098361969,0.5,0.111,1
110,User,Comment,0.5853393077850342,0.5,0.111,1
110,Update,Follow Relationship,0.37672746181488037,0.25,0.0,0
110,Update,Comment,0.5853393077850342,0.333,0.111,1
110,Follow Relationship,Comment,0.4510423243045807,0.25,0.0,0
111,User,Employee,0.7195401191711426,0.5,0.133,0
111,User,Credit Record,0.7195401191711426,0.2,0.267,1
111,User,Company,0.7195401191711426,0.333,0.133,0
111,Employee,Credit Record,0.7978936433792114,0.25,0.2,1
111,Employee,Company,0.7195401191711426,0.5,0.267,1
111,Credit Record,Company,0.7195401191711426,0.143,0.2,0
112,Office location,Employee,0.4435798227787018,0.25,0.125,1
112,Office location,Customer,0.4723610579967499,0.25,0.0,0
112,Office location,Product,0.3916206955909729,0.25,0.0,0
112,Office location,Order,0.42369067668914795,0.25,0.0,0
112,Office location,Order detail,0.5038992762565613,0.25,0.0,0
112,Office location,Sales performance record,0.4871659278869629,0.25,0.25,0
112,Office location,Payment record,0.4645693600177765,0.25,0.25,0
112,Employee,Customer,0.7177245020866394,0.5,0.125,1
112,Employee,Product,0.7177245020866394,0.5,0.125,0
112,Employee,Order,0.7177245020866394,0.333,0.125,0
112,Employee,Order detail,0.49156075716018677,0.25,0.125,0
112,Employee,Sales performance record,0.4777216613292694,0.25,0.25,1
112,Employee,Payment record,0.4187527894973755,0.25,0.125,0
112,Customer,Product,0.7177245020866394,0.333,0.25,0
112,Customer,Order,0.7177245020866394,0.5,0.25,0
112,Customer,Order detail,0.508459746837616,0.25,0.375,0
112,Customer,Sales performance record,0.5023322105407715,0.25,0.5,0
112,Customer,Payment record,0.42508524656295776,0.25,0.375,1
112,Product,Order,0.7177245020866394,0.25,0.25,0
112,Product,Order detail,0.3173312246799469,0.25,0.25,1
112,Product,Sales performance record,0.38223087787628174,0.25,0.375,0
112,Product,Payment record,0.3782057464122772,0.25,0.25,0
112,Order,Order detail,0.33611419796943665,0.5,0.125,1
112,Order,Sales performance record,0.4505981504917145,0.25,0.25,0
112,Order,Payment record,0.37559717893600464,0.25,0.125,0
112,Order detail,Sales performance record,0.4943670332431793,0.25,0.375,0
112,Order detail,Payment record,0.44447654485702515,0.25,0.25,0
112,Sales performance record,Payment record,0.4541283845901489,0.167,0.125,0
113,Product,Customer,0.7975219488143921,0.333,0.143,0
113,Product,Order,0.9022033214569092,0.5,0.429,0
113,Product,Order Detail,0.46239912509918213,0.25,0.429,1
113,Customer,Order,0.7975219488143921,0.25,0.143,1
113,Customer,Order Detail,0.5614804029464722,0.25,0.143,0
113,Order,Order Detail,0.45667117834091187,0.5,0.143,1
114,User,Article,0.7349419593811035,0.25,0.4,1
114,User,Comment,0.7349419593811035,0.167,0.5,1
114,User,Comment Like,0.5272094011306763,0.25,0.5,1
114,User,Log,0.7349419593811035,0.0,0.2,1
114,Article,Comment,0.7349419593811035,0.2,0.4,1
114,Article,Comment Like,0.44146430492401123,0.25,0.4,0
114,Article,Log,0.7349419593811035,0.0,0.2,0
114,Comment,Comment Like,0.4105660021305084,0.5,0.1,1
114,Comment,Log,0.7349419593811035,0.0,0.2,0
114,Comment Like,Log,0.5253908634185791,0.25,0.2,0
115,Unit,Benchmark Testing,0.8068867921829224,0.2,0.75,1
116,Customers Table,Airlines Table,0.5669299364089966,0.167,0.0,0
116,Customers Table,CustomerReviews Table,0.4378121495246887,1.0,0.0,0
116,Customers Table,CustomerBankAccounts Table,0.5626400113105774,1.0,0.0,0
116,Airlines Table,CustomerReviews Table,0.5000299215316772,0.167,0.0,0
116,Airlines Table,CustomerBankAccounts Table,0.6115848422050476,0.167,0.0,0
116,CustomerReviews Table,CustomerBankAccounts Table,0.47238850593566895,0.167,0.0,0
117,User,Data record,0.9432012438774109,0.333,0.8,1
117,User,Operation data,0.5709439516067505,0.25,0.8,1
117,Data record,Operation data,0.6664155125617981,0.2,0.8,1
118,employee,department,0.8289989233016968,0.25,0.286,1
118,employee,employee attendance,0.579562783241272,0.5,0.286,0
118,employee,employee transfer department,0.48127007484436035,0.5,0.286,1
118,employee,employee leave,0.34039944410324097,0.5,0.143,1
