Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 446,0.7442,0.6615,0.7005,0.9520,0.6513,0.7735,0.9202,0.3346,0.4908,0.0000,0.0000,0.0000,0.0000
Ex 447,0.5513,0.9922,0.7088,0.9319,0.4799,0.6336,0.5522,0.6902,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 448,0.7442,0.6615,0.7005,0.9000,0.6187,0.7332,0.6902,0.3066,0.4247,0.0000,0.1833,0.0000,0.0000
Ex 449,0.9922,0.8269,0.9021,0.9900,0.8133,0.8930,0.1842,0.1842,0.1842,0.0000,0.4400,0.0000,0.0000
Ex 450,0.8269,0.9922,0.9021,0.8550,0.8179,0.8360,0.9202,0.7670,0.8366,0.0000,0.2200,0.0000,0.0000
Ex 451,0.5670,0.7938,0.6615,0.8757,0.9108,0.8930,0.6135,0.4601,0.5259,0.0000,0.2750,0.0000,0.0000
Ex 452,0.9922,0.9922,0.9922,0.9900,0.8179,0.8957,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 453,0.4961,0.6615,0.5670,0.9900,0.5940,0.7426,0.9202,0.4601,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 454,0.8269,0.7088,0.7632,0.7570,0.7150,0.7354,0.4601,0.3066,0.3680,0.0000,0.0000,0.0000,0.0000
Ex 455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 456,0.8682,0.9922,0.9261,0.9167,0.7984,0.8535,0.7889,0.9202,0.8495,0.0000,0.1571,0.0000,0.0000
Ex 457,0.9922,0.9922,0.9922,0.9900,0.8486,0.9138,0.7889,0.9202,0.8495,1.0000,0.6286,0.0000,0.0000
Ex 458,0.9922,0.7938,0.8820,0.8858,0.7318,0.8014,0.6902,0.6902,0.6902,0.0000,0.2750,0.0000,0.0000
Ex 459,0.7938,0.9922,0.8820,0.9900,0.8663,0.9240,0.9202,0.9202,0.9202,0.0000,0.5500,1.0000,0.0000
Ex 460,0.7442,0.9922,0.8505,0.9900,0.7071,0.8250,0.4601,0.9202,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 461,0.9922,0.6615,0.7938,0.9039,0.8316,0.8663,0.3066,0.1842,0.2301,0.0000,0.0000,0.0000,0.0000
Ex 462,0.9922,0.7442,0.8505,0.8337,0.7543,0.7920,0.4601,0.3066,0.3680,0.0000,0.0000,0.0000,0.0000
Ex 463,0.7442,0.9922,0.8505,0.9138,0.6252,0.7426,0.6135,0.9202,0.7363,0.0000,0.3667,0.0000,0.0000
Ex 464,0.9922,0.7442,0.8505,0.9900,0.6093,0.7543,0.9202,0.5522,0.6902,0.0000,0.0000,0.0000,0.0000
Ex 465,0.9922,0.9922,0.9922,0.9900,0.8045,0.8875,0.4601,0.9202,0.6135,1.0000,0.3667,0.0000,0.0000
Ex 466,0.9922,0.9922,0.9922,0.9900,0.9379,0.9633,0.6135,0.9202,0.7363,1.0000,0.8250,0.0000,0.0000
Ex 467,0.9922,0.8820,0.9340,0.8354,0.9547,0.8910,0.8052,0.7158,0.7577,0.0000,0.5500,0.0000,0.0000
Ex 468,0.7442,0.9922,0.8505,0.6855,0.4243,0.5241,0.6135,0.9202,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 469,0.8269,0.9922,0.9021,0.9406,0.7235,0.8179,0.6902,0.6902,0.6902,0.0000,0.2200,0.0000,0.0000
Ex 470,0.7442,0.8505,0.7938,0.7700,0.7700,0.7700,0.6902,0.3943,0.5020,0.0000,0.1833,0.0000,0.0000
Ex 471,0.7442,0.9922,0.8505,0.9900,0.6989,0.8192,0.6135,0.9202,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 472,0.5953,0.9922,0.7442,0.7920,0.5280,0.6336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 473,0.9922,0.9922,0.9922,0.9900,0.8100,0.8910,0.6135,0.9202,0.7363,1.0000,0.0000,0.0000,0.0000
Ex 474,0.7938,0.9922,0.8820,0.7779,0.7779,0.7779,0.4601,0.6135,0.5259,0.0000,0.5500,0.0000,0.0000
Ex 475,0.9922,0.9922,0.9922,0.8045,0.5363,0.6434,0.7363,0.9202,0.8181,1.0000,0.0000,0.0000,0.0000
Ex 476,0.9021,0.9021,0.9021,0.7920,0.8910,0.8386,0.3680,0.5259,0.4331,0.0000,0.5500,0.0000,0.0000
Ex 477,0.6615,0.9922,0.7938,0.5657,0.4950,0.5280,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 478,0.9922,0.9922,0.9922,0.8663,0.5776,0.6930,0.6135,0.7363,0.6693,1.0000,0.0000,0.0000,0.0000
Ex 479,0.4961,0.9922,0.6615,0.7071,0.5824,0.6387,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 480,0.5953,0.9922,0.7442,0.9900,0.8736,0.9282,0.0000,0.0000,0.0000,0.0000,0.3667,0.0000,0.0000
Ex 481,0.4961,0.4961,0.4961,0.7071,0.8250,0.7615,0.9202,0.2301,0.3680,0.0000,0.0000,0.0000,0.0000
Ex 482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 483,0.9922,0.9922,0.9922,0.9379,0.8910,0.9138,0.6135,0.9202,0.7363,1.0000,0.4400,0.0000,0.0000
Ex 484,0.9922,0.7938,0.8820,0.9900,0.6806,0.8067,0.6902,0.5522,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 485,0.3308,0.3308,0.3308,0.8250,0.4501,0.5824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 486,0.5953,0.9922,0.7442,0.5500,0.3300,0.4126,0.9202,0.6135,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 487,0.4961,0.9922,0.6615,0.6187,0.3807,0.4714,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 488,0.7938,0.9922,0.8820,0.8378,0.4537,0.5887,0.9202,0.6135,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 489,0.5953,0.7442,0.6615,0.5940,0.4570,0.5165,0.9202,0.6135,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 490,0.8505,0.8505,0.8505,0.9504,0.6600,0.7790,0.6575,0.6575,0.6575,0.0000,0.1833,0.0000,0.0000
Ex 491,0.7938,0.7938,0.7938,0.7200,0.5280,0.6093,0.3066,0.4601,0.3680,0.0000,0.2750,0.0000,0.0000
Ex 492,0.5953,0.9922,0.7442,0.6600,0.7200,0.6887,0.6902,0.9202,0.7889,0.0000,0.0000,0.0000,0.0000
Ex 493,0.9922,0.7938,0.8820,0.8153,0.6600,0.7295,0.9202,0.6902,0.7889,0.0000,0.0000,0.0000,0.0000
Ex 494,0.9922,0.7938,0.8820,0.8840,0.8250,0.8535,0.3066,0.3680,0.3346,0.0000,0.0000,0.0000,0.0000
Ex 495,0.9922,0.9922,0.9922,0.8663,0.9118,0.8885,0.7889,0.9202,0.8495,1.0000,0.3143,0.0000,0.0000
Ex 496,0.5953,0.7442,0.6615,0.9108,0.7852,0.8433,0.9202,0.6902,0.7889,0.0000,0.0000,0.0000,0.0000
Ex 497,0.7442,0.9922,0.8505,0.9000,0.6600,0.7615,0.4601,0.4601,0.4601,0.0000,0.3667,0.0000,0.0000
Ex 498,0.7088,0.9922,0.8269,0.8486,0.5399,0.6600,0.5522,0.9202,0.6902,0.0000,0.2200,0.0000,0.0000
Ex 499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 500,0.9922,0.9922,0.9922,0.9900,0.9900,0.9900,0.9202,0.9202,0.9202,1.0000,1.0000,1.0000,1.0000
AVERAGE,0.8020,0.8481,0.8076,0.8381,0.6760,0.7401,0.6113,0.6103,0.5838,0.2699,0.1535,0.2120,0.0044
